,index,Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
806,849,LP002316,Male,No,0,Graduate,No,2231,2774.0,176.0,360.0,0.0,Urban,X
807,850,LP002321,Female,No,0,Graduate,No,2274,5211.0,117.0,360.0,0.0,Semiurban,X
808,851,LP002325,Male,Yes,2,Not Graduate,No,6166,13983.0,102.0,360.0,1.0,Rural,X
809,852,LP002326,Male,Yes,2,Not Graduate,No,2513,1110.0,107.0,360.0,1.0,Semiurban,X
810,853,LP002329,Male,No,0,Graduate,No,4333,0.0,66.0,480.0,1.0,Urban,X
811,854,LP002333,Male,No,0,Not Graduate,No,3844,0.0,105.0,360.0,1.0,Urban,X
812,855,LP002339,Male,Yes,0,Graduate,No,3887,1517.0,105.0,360.0,0.0,Semiurban,X
813,856,LP002344,Male,Yes,0,Graduate,No,3510,828.0,105.0,360.0,1.0,Semiurban,X
814,858,LP002354,Female,No,0,Not Graduate,No,2107,0.0,64.0,360.0,1.0,Semiurban,X
815,859,LP002355,Male,Yes,0,Graduate,No,3186,3145.0,150.0,180.0,0.0,Semiurban,X
816,860,LP002358,Male,Yes,2,Graduate,Yes,5000,2166.0,150.0,360.0,1.0,Urban,X
817,861,LP002360,Male,Yes,0,Graduate,No,10000,0.0,,360.0,1.0,Urban,X
818,862,LP002375,Male,Yes,0,Not Graduate,Yes,3943,0.0,64.0,360.0,1.0,Semiurban,X
819,863,LP002376,Male,No,0,Graduate,No,2925,0.0,40.0,180.0,1.0,Rural,X
820,864,LP002383,Male,Yes,3,Graduate,No,3242,437.0,142.0,480.0,0.0,Urban,X
821,865,LP002385,Male,Yes,0,Graduate,No,3863,0.0,70.0,300.0,1.0,Semiurban,X
822,866,LP002389,Female,No,1,Graduate,No,4028,0.0,131.0,360.0,1.0,Semiurban,X
823,867,LP002394,Male,Yes,2,Graduate,No,4010,1025.0,120.0,360.0,1.0,Urban,X
824,868,LP002397,Female,Yes,1,Graduate,No,3719,1585.0,114.0,360.0,1.0,Urban,X
825,870,LP002400,Female,Yes,0,Graduate,No,3833,0.0,92.0,360.0,1.0,Rural,X
826,871,LP002402,Male,Yes,0,Graduate,No,3333,4288.0,160.0,360.0,1.0,Urban,X
827,872,LP002412,Male,Yes,0,Graduate,No,3007,3725.0,151.0,360.0,1.0,Rural,X
828,874,LP002417,Male,Yes,3,Not Graduate,No,2792,2619.0,171.0,360.0,1.0,Semiurban,X
829,875,LP002420,Male,Yes,0,Graduate,No,2982,1550.0,110.0,360.0,1.0,Semiurban,X
830,876,LP002425,Male,No,0,Graduate,No,3417,738.0,100.0,360.0,0.0,Rural,X
831,877,LP002433,Male,Yes,1,Graduate,No,18840,0.0,234.0,360.0,1.0,Rural,X
832,878,LP002440,Male,Yes,2,Graduate,No,2995,1120.0,184.0,360.0,1.0,Rural,X
833,879,LP002441,Male,No,0,Graduate,No,3579,3308.0,138.0,360.0,0.0,Semiurban,X
834,880,LP002442,Female,Yes,1,Not Graduate,No,3835,1400.0,112.0,480.0,0.0,Urban,X
835,881,LP002445,Female,No,1,Not Graduate,No,3854,3575.0,117.0,360.0,1.0,Rural,X
836,882,LP002450,Male,Yes,2,Graduate,No,5833,750.0,49.0,360.0,0.0,Rural,X
837,883,LP002471,Male,No,0,Graduate,No,3508,0.0,99.0,360.0,1.0,Rural,X
838,884,LP002476,Female,Yes,3,Not Graduate,No,1635,2444.0,99.0,360.0,1.0,Urban,X
839,885,LP002482,Female,No,0,Graduate,Yes,3333,3916.0,212.0,360.0,1.0,Rural,X
840,886,LP002485,Male,No,1,Graduate,No,24797,0.0,240.0,360.0,1.0,Semiurban,X
841,887,LP002495,Male,Yes,2,Graduate,No,5667,440.0,130.0,360.0,0.0,Semiurban,X
842,888,LP002496,Female,No,0,Graduate,No,3500,0.0,94.0,360.0,0.0,Semiurban,X
843,889,LP002523,Male,Yes,3,Graduate,No,2773,1497.0,108.0,360.0,1.0,Semiurban,X
844,891,LP002550,Female,No,0,Graduate,No,5769,0.0,110.0,180.0,1.0,Semiurban,X
845,893,LP002553,Male,No,0,Graduate,No,29167,0.0,185.0,360.0,1.0,Semiurban,X
846,894,LP002554,Male,No,0,Graduate,No,2166,2057.0,122.0,360.0,1.0,Semiurban,X
847,895,LP002561,Male,Yes,0,Graduate,No,5000,0.0,126.0,360.0,1.0,Rural,X
848,896,LP002566,Female,No,0,Graduate,No,5530,0.0,135.0,360.0,0.0,Urban,X
849,897,LP002568,Male,No,0,Not Graduate,No,9000,0.0,122.0,360.0,1.0,Rural,X
850,898,LP002570,Female,Yes,2,Graduate,No,10000,11666.0,460.0,360.0,1.0,Urban,X
851,900,LP002581,Male,Yes,0,Not Graduate,No,2157,2730.0,140.0,360.0,0.0,Rural,X
852,902,LP002592,Male,No,0,Graduate,No,4983,0.0,141.0,360.0,1.0,Urban,X
853,903,LP002593,Male,Yes,1,Graduate,No,8333,4000.0,,360.0,1.0,Urban,X
854,904,LP002599,Male,Yes,0,Graduate,No,3667,2000.0,170.0,360.0,1.0,Semiurban,X
855,905,LP002604,Male,Yes,2,Graduate,No,3166,2833.0,145.0,360.0,1.0,Urban,X
856,906,LP002605,Male,No,0,Not Graduate,No,3271,0.0,90.0,360.0,1.0,Rural,X
857,907,LP002609,Female,Yes,0,Graduate,No,2241,2000.0,88.0,360.0,0.0,Urban,X
858,909,LP002612,Female,Yes,0,Graduate,No,2666,0.0,84.0,480.0,1.0,Semiurban,X
859,910,LP002614,Male,No,0,Graduate,No,6478,0.0,108.0,360.0,1.0,Semiurban,X
860,912,LP002635,Female,Yes,2,Not Graduate,No,3729,0.0,117.0,360.0,1.0,Semiurban,X
861,913,LP002639,Male,Yes,2,Graduate,No,4120,0.0,128.0,360.0,1.0,Rural,X
862,914,LP002644,Male,Yes,1,Graduate,Yes,7500,0.0,75.0,360.0,1.0,Urban,X
863,916,LP002654,Female,No,0,Graduate,Yes,14987,0.0,177.0,360.0,1.0,Rural,X
864,917,LP002657,Male,Yes,1,Not Graduate,Yes,570,2125.0,68.0,360.0,1.0,Rural,X
865,918,LP002711,Male,Yes,0,Graduate,No,2600,700.0,96.0,360.0,1.0,Semiurban,X
866,919,LP002712,Male,No,2,Not Graduate,No,2733,1083.0,180.0,360.0,0.0,Semiurban,X
867,920,LP002721,Male,Yes,2,Graduate,Yes,7500,0.0,183.0,360.0,1.0,Rural,X
868,921,LP002735,Male,Yes,2,Not Graduate,No,3859,0.0,121.0,360.0,1.0,Rural,X
869,922,LP002744,Male,Yes,1,Graduate,No,6825,0.0,162.0,360.0,1.0,Rural,X
870,923,LP002745,Male,Yes,0,Graduate,No,3708,4700.0,132.0,360.0,1.0,Semiurban,X
871,924,LP002746,Male,No,0,Graduate,No,5314,0.0,147.0,360.0,1.0,Urban,X
872,925,LP002747,Female,No,3,Graduate,No,2366,5272.0,153.0,360.0,0.0,Rural,X
873,926,LP002754,Male,No,0,Graduate,No,2066,2108.0,104.0,84.0,1.0,Urban,X
874,927,LP002759,Male,Yes,2,Graduate,No,5000,0.0,149.0,360.0,1.0,Rural,X
875,928,LP002760,Female,No,0,Graduate,No,3767,0.0,134.0,300.0,1.0,Urban,X
876,929,LP002766,Female,Yes,0,Graduate,No,7859,879.0,165.0,180.0,1.0,Semiurban,X
877,930,LP002769,Female,Yes,0,Graduate,No,4283,0.0,120.0,360.0,1.0,Rural,X
878,931,LP002774,Male,Yes,0,Not Graduate,No,1700,2900.0,67.0,360.0,0.0,Urban,X
879,932,LP002775,Male,No,0,Not Graduate,No,4768,0.0,125.0,360.0,1.0,Rural,X
880,933,LP002781,Male,No,0,Graduate,No,3083,2738.0,120.0,360.0,1.0,Urban,X
881,934,LP002782,Male,Yes,1,Graduate,No,2667,1542.0,148.0,360.0,1.0,Rural,X
882,935,LP002786,Female,Yes,0,Not Graduate,No,1647,1762.0,181.0,360.0,1.0,Urban,X
883,936,LP002790,Male,Yes,3,Graduate,No,3400,0.0,80.0,120.0,1.0,Urban,X
884,938,LP002793,Male,Yes,0,Graduate,No,5333,0.0,90.0,360.0,1.0,Rural,X
885,939,LP002802,Male,No,0,Graduate,No,2875,2416.0,95.0,6.0,0.0,Semiurban,X
886,941,LP002805,Male,Yes,2,Graduate,No,5041,700.0,150.0,360.0,1.0,Urban,X
887,942,LP002806,Male,Yes,3,Graduate,Yes,6958,1411.0,150.0,360.0,1.0,Rural,X
888,943,LP002816,Male,Yes,1,Graduate,No,3500,1658.0,104.0,360.0,0.0,Semiurban,X
889,944,LP002823,Male,Yes,0,Graduate,No,5509,0.0,143.0,360.0,1.0,Rural,X
890,945,LP002825,Male,Yes,3,Graduate,No,9699,0.0,300.0,360.0,1.0,Urban,X
891,946,LP002826,Female,Yes,1,Not Graduate,No,3621,2717.0,171.0,360.0,1.0,Urban,X
892,947,LP002843,Female,Yes,0,Graduate,No,4709,0.0,113.0,360.0,1.0,Semiurban,X
893,948,LP002849,Male,Yes,0,Graduate,No,1516,1951.0,35.0,360.0,1.0,Semiurban,X
894,949,LP002850,Male,No,2,Graduate,No,2400,0.0,46.0,360.0,1.0,Urban,X
895,950,LP002853,Female,No,0,Not Graduate,No,3015,2000.0,145.0,360.0,0.0,Urban,X
896,951,LP002856,Male,Yes,0,Graduate,No,2292,1558.0,119.0,360.0,1.0,Urban,X
897,952,LP002857,Male,Yes,1,Graduate,Yes,2360,3355.0,87.0,240.0,1.0,Rural,X
898,953,LP002858,Female,No,0,Graduate,No,4333,2333.0,162.0,360.0,0.0,Rural,X
899,954,LP002860,Male,Yes,0,Graduate,Yes,2623,4831.0,122.0,180.0,1.0,Semiurban,X
900,955,LP002867,Male,No,0,Graduate,Yes,3972,4275.0,187.0,360.0,1.0,Rural,X
901,956,LP002869,Male,Yes,3,Not Graduate,No,3522,0.0,81.0,180.0,1.0,Rural,X
902,957,LP002870,Male,Yes,1,Graduate,No,4700,0.0,80.0,360.0,1.0,Urban,X
903,958,LP002876,Male,No,0,Graduate,No,6858,0.0,176.0,360.0,1.0,Rural,X
904,959,LP002878,Male,Yes,3,Graduate,No,8334,0.0,260.0,360.0,1.0,Urban,X
905,960,LP002879,Male,Yes,0,Graduate,No,3391,1966.0,133.0,360.0,0.0,Rural,X
906,961,LP002885,Male,No,0,Not Graduate,No,2868,0.0,70.0,360.0,1.0,Urban,X
907,962,LP002890,Male,Yes,2,Not Graduate,No,3418,1380.0,135.0,360.0,1.0,Urban,X
908,963,LP002891,Male,Yes,0,Graduate,Yes,2500,296.0,137.0,300.0,1.0,Rural,X
909,964,LP002899,Male,Yes,2,Graduate,No,8667,0.0,254.0,360.0,1.0,Rural,X
910,965,LP002901,Male,No,0,Graduate,No,2283,15000.0,106.0,360.0,0.0,Rural,X
911,966,LP002907,Male,Yes,0,Graduate,No,5817,910.0,109.0,360.0,1.0,Urban,X
912,967,LP002920,Male,Yes,0,Graduate,No,5119,3769.0,120.0,360.0,1.0,Rural,X
913,968,LP002921,Male,Yes,3,Not Graduate,No,5316,187.0,158.0,180.0,0.0,Semiurban,X
914,969,LP002932,Male,Yes,3,Graduate,No,7603,1213.0,197.0,360.0,1.0,Urban,X
915,970,LP002935,Male,Yes,1,Graduate,No,3791,1936.0,85.0,360.0,1.0,Urban,X
916,971,LP002952,Male,No,0,Graduate,No,2500,0.0,60.0,360.0,1.0,Urban,X
917,972,LP002954,Male,Yes,2,Not Graduate,No,3132,0.0,76.0,360.0,0.0,Rural,X
918,973,LP002962,Male,No,0,Graduate,No,4000,2667.0,152.0,360.0,1.0,Semiurban,X
919,974,LP002965,Female,Yes,0,Graduate,No,8550,4255.0,96.0,360.0,0.0,Urban,X
920,975,LP002969,Male,Yes,1,Graduate,No,2269,2167.0,99.0,360.0,1.0,Semiurban,X
921,976,LP002971,Male,Yes,3,Not Graduate,Yes,4009,1777.0,113.0,360.0,1.0,Urban,X
922,977,LP002975,Male,Yes,0,Graduate,No,4158,709.0,115.0,360.0,1.0,Urban,X
923,978,LP002980,Male,No,0,Graduate,No,3250,1993.0,126.0,360.0,0.0,Semiurban,X
924,979,LP002986,Male,Yes,0,Graduate,No,5000,2393.0,158.0,360.0,1.0,Rural,X
925,980,LP002989,Male,No,0,Graduate,Yes,9200,0.0,98.0,180.0,1.0,Rural,X
926,11,LP001027,Male,Yes,2,Graduate,No,2500,1840.0,109.0,360.0,1.0,Urban,Y
927,19,LP001041,Male,Yes,0,Graduate,Yes,2600,3500.0,115.0,,1.0,Urban,Y
928,24,LP001052,Male,Yes,1,Graduate,No,3717,2925.0,151.0,360.0,0.0,Semiurban,N
929,29,LP001087,Female,No,2,Graduate,No,3750,2083.0,120.0,360.0,1.0,Semiurban,Y
930,30,LP001091,Male,Yes,1,Graduate,No,4166,3369.0,201.0,360.0,0.0,Urban,N
931,95,LP001326,Male,No,0,Graduate,No,6782,0.0,,360.0,0.0,Urban,N
932,107,LP001370,Male,No,0,Not Graduate,Yes,7333,0.0,120.0,360.0,1.0,Rural,N
933,111,LP001387,Female,Yes,0,Graduate,No,2929,2333.0,139.0,360.0,1.0,Semiurban,Y
934,114,LP001398,Male,No,0,Graduate,No,5050,0.0,118.0,360.0,1.0,Semiurban,Y
935,158,LP001546,Male,No,0,Graduate,No,2980,2083.0,120.0,360.0,1.0,Rural,Y
936,170,LP001581,Male,Yes,0,Not Graduate,No,1820,1769.0,95.0,360.0,1.0,Rural,Y
937,218,LP001732,Male,Yes,2,Graduate,No,5000,0.0,72.0,360.0,0.0,Semiurban,N
938,231,LP001768,Male,Yes,0,Graduate,No,3716,0.0,42.0,180.0,1.0,Rural,Y
939,236,LP001786,Male,Yes,0,Graduate,No,5746,0.0,255.0,360.0,0.0,Urban,N
940,268,LP001883,Female,No,0,Graduate,No,3418,0.0,135.0,360.0,1.0,Rural,N
941,295,LP001949,Male,Yes,3,Graduate,No,4416,1250.0,110.0,360.0,1.0,Urban,Y
942,333,LP002101,Male,Yes,0,Graduate,No,63337,0.0,490.0,180.0,1.0,Urban,Y
943,336,LP002110,Male,Yes,1,Graduate,No,5250,688.0,160.0,360.0,1.0,Rural,Y
944,344,LP002128,Male,Yes,2,Graduate,No,2583,2330.0,125.0,360.0,1.0,Rural,Y
945,374,LP002209,Female,No,0,Graduate,No,2764,1459.0,110.0,360.0,1.0,Urban,Y
946,380,LP002226,Male,Yes,0,Graduate,No,3333,2500.0,128.0,360.0,1.0,Semiurban,Y
947,385,LP002237,Male,No,1,Graduate,No,3667,0.0,113.0,180.0,1.0,Urban,Y
948,411,LP002319,Male,Yes,0,Graduate,No,6256,0.0,160.0,360.0,0.0,Urban,Y
949,432,LP002386,Male,No,0,Graduate,No,12876,0.0,405.0,360.0,1.0,Semiurban,Y
950,447,LP002435,Male,Yes,0,Graduate,No,3539,1376.0,55.0,360.0,1.0,Rural,N
951,463,LP002489,Female,No,1,Not Graduate,No,5191,0.0,132.0,360.0,1.0,Semiurban,Y
952,468,LP002502,Female,Yes,2,Not Graduate,No,210,2917.0,98.0,360.0,1.0,Semiurban,Y
953,535,LP002732,Male,No,0,Not Graduate,No,2550,2042.0,126.0,360.0,1.0,Rural,Y
954,542,LP002753,Female,No,1,Graduate,No,3652,0.0,95.0,360.0,1.0,Semiurban,Y
955,579,LP002888,Male,No,0,Graduate,No,3182,2917.0,161.0,360.0,1.0,Urban,Y
956,600,LP002949,Female,No,3,Graduate,No,416,41667.0,350.0,180.0,0.0,Urban,N
957,601,LP002950,Male,Yes,0,Not Graduate,No,2894,2792.0,155.0,360.0,1.0,Rural,Y
958,622,LP001059,Male,Yes,2,Graduate,No,13633,0.0,280.0,240.0,1.0,Urban,X
959,625,LP001082,Male,Yes,1,Graduate,No,2185,1516.0,162.0,360.0,1.0,Semiurban,X
960,627,LP001094,Male,Yes,2,Graduate,No,12173,0.0,166.0,360.0,0.0,Semiurban,X
961,650,LP001208,Male,Yes,2,Graduate,Yes,7350,4029.0,185.0,180.0,1.0,Urban,X
962,686,LP001375,Male,Yes,1,Graduate,No,4083,1775.0,139.0,60.0,1.0,Urban,X
963,703,LP001472,Female,No,0,Graduate,No,5058,0.0,200.0,360.0,1.0,Rural,X
964,756,LP001789,Male,Yes,3,Not Graduate,No,6794,528.0,139.0,360.0,0.0,Urban,X
965,775,LP001906,Male,No,0,Graduate,No,2964,0.0,84.0,360.0,0.0,Semiurban,X
966,782,LP001950,Female,Yes,3,Graduate,No,1750,2935.0,94.0,360.0,0.0,Semiurban,X
967,789,LP001999,Male,Yes,2,Graduate,No,4912,4614.0,160.0,360.0,1.0,Rural,X
968,806,LP002069,Male,Yes,2,Not Graduate,No,3785,2912.0,180.0,360.0,0.0,Rural,X
969,857,LP002346,Male,Yes,0,Graduate,No,2539,1704.0,125.0,360.0,0.0,Rural,X
970,869,LP002399,Male,No,0,Graduate,No,2858,0.0,123.0,360.0,0.0,Rural,X
971,873,LP002415,Female,No,1,Graduate,No,1850,4583.0,81.0,360.0,0.0,Rural,X
972,890,LP002542,Male,Yes,0,Graduate,No,6500,0.0,144.0,360.0,1.0,Urban,X
973,892,LP002551,Male,Yes,3,Not Graduate,No,3634,910.0,176.0,360.0,0.0,Semiurban,X
974,899,LP002572,Male,Yes,1,Graduate,No,8750,0.0,297.0,360.0,1.0,Urban,X
975,901,LP002584,Male,No,0,Graduate,No,1972,4347.0,106.0,360.0,1.0,Rural,X
976,908,LP002610,Male,Yes,1,Not Graduate,No,1792,2565.0,128.0,360.0,1.0,Urban,X
977,911,LP002630,Male,No,0,Not Graduate,No,3808,0.0,83.0,360.0,1.0,Rural,X
978,915,LP002651,Male,Yes,1,Graduate,No,6300,0.0,125.0,360.0,0.0,Urban,X
979,937,LP002791,Male,No,1,Graduate,Yes,16000,5000.0,40.0,360.0,1.0,Semiurban,X
980,940,LP002803,Male,Yes,1,Not Graduate,No,2600,618.0,122.0,360.0,1.0,Semiurban,X
